label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
ThankYou,0.5860151648521423,0.6858494281768799,1.3558101841226744e-07,0.6041495203971863,0.6284423470497131,0.003985876217484474,0.6066936254501343,0.5759915113449097,0.005354514345526695,0.5931652784347534,0.5403172373771667,0.006801283918321133,0.5759638547897339,0.5397709012031555,0.007437679450958967,0.5670011043548584,0.5491352081298828,-0.0049753449857234955,0.5403703451156616,0.5004633665084839,-0.007214208133518696,0.5252336263656616,0.4744454324245453,-0.007719733752310276,0.5137044191360474,0.454800546169281,-0.007782651577144861,0.547592043876648,0.5685666799545288,-0.008536001667380333,0.5192173719406128,0.5096626877784729,-0.011884347535669804,0.503546416759491,0.47719651460647583,-0.012658517807722092,0.49319756031036377,0.4545019268989563,-0.012700296938419342,0.5333461165428162,0.5941303372383118,-0.01090630330145359,0.5085663199424744,0.5399367809295654,-0.012954854406416416,0.4956175982952118,0.5085840821266174,-0.01383823249489069,0.48661285638809204,0.4853940010070801,-0.014202802442014217,0.5240349769592285,0.6240010857582092,-0.01248876377940178,0.5054414868354797,0.5787501335144043,-0.012523317709565163,0.49610573053359985,0.5546272993087769,-0.01070094108581543,0.4889609217643738,0.5346772074699402,-0.009028425440192223
ThankYou,0.5908845067024231,0.6870202422142029,2.1222014368049713e-07,0.6133302450180054,0.6229638457298279,0.0011712894774973392,0.6159902215003967,0.561703622341156,4.8469973989995196e-05,0.602569580078125,0.5167184472084045,-0.0004942177911289036,0.5822407603263855,0.5064210295677185,-0.0024560221936553717,0.5750957131385803,0.5331693291664124,-0.014985593035817146,0.5463536381721497,0.46902695298194885,-0.02149706333875656,0.5282683372497559,0.4338342547416687,-0.024663856253027916,0.5131267309188843,0.4068067967891693,-0.026438811793923378,0.5524744391441345,0.5557948350906372,-0.019200721755623817,0.5190883874893188,0.4804915189743042,-0.02638196013867855,0.4993877112865448,0.4365229308605194,-0.02980969101190567,0.4852132797241211,0.4041934013366699,-0.031673405319452286,0.5341227054595947,0.5860936045646667,-0.021975303068757057,0.5045051574707031,0.5157091617584229,-0.02769247442483902,0.4877684414386749,0.47158586978912354,-0.03134625032544136,0.4759795665740967,0.43833422660827637,-0.033388037234544754,0.5205585360527039,0.6220909357070923,-0.023863699287176132,0.4978141188621521,0.5616782307624817,-0.028262590989470482,0.4853915870189667,0.5286180973052979,-0.028665315359830856,0.4763217866420746,0.5009891986846924,-0.028062472119927406
ThankYou,0.5903950333595276,0.6695915460586548,1.3917002661401057e-07,0.6065102219581604,0.6136860847473145,0.0035862757358700037,0.6077566146850586,0.5641405582427979,0.0040644933469593525,0.5928208827972412,0.5332725644111633,0.004435739945620298,0.5752715468406677,0.5325640439987183,0.0037715458311140537,0.5688453912734985,0.538585901260376,-0.005330626852810383,0.5438883900642395,0.49086326360702515,-0.00818990170955658,0.5288589596748352,0.46626994013786316,-0.009322716854512691,0.5171658992767334,0.4483240842819214,-0.009686802513897419,0.550574779510498,0.5575428009033203,-0.008980069309473038,0.523395299911499,0.5005548000335693,-0.012179635465145111,0.5069926977157593,0.4701116383075714,-0.013232848607003689,0.4957115650177002,0.44915464520454407,-0.013651520013809204,0.5370855927467346,0.5828639268875122,-0.011514042504131794,0.5129515528678894,0.529399037361145,-0.013469322584569454,0.49940764904022217,0.4991723299026489,-0.014573803171515465,0.4898175001144409,0.47734659910202026,-0.015279584564268589,0.5279743075370789,0.6133686900138855,-0.013281630352139473,0.5089992880821228,0.56927889585495,-0.013616557233035564,0.4992426335811615,0.5446671843528748,-0.012017124332487583,0.4916332960128784,0.5240945219993591,-0.010531974956393242
ThankYou,0.587401270866394,0.6700378656387329,1.2847451102970808e-07,0.6040353775024414,0.6126401424407959,0.0054370928555727005,0.6060314178466797,0.5624563694000244,0.007107277866452932,0.5924645066261292,0.5272392630577087,0.008662129752337933,0.5751565098762512,0.5262062549591064,0.009323430247604847,0.5667264461517334,0.5375902652740479,-0.0045904796570539474,0.5402409434318542,0.4910815358161926,-0.006891272030770779,0.5243266820907593,0.46668505668640137,-0.007127778138965368,0.5123186111450195,0.44865739345550537,-0.006870422512292862,0.5476830005645752,0.5571725964546204,-0.008713224902749062,0.518161952495575,0.5008485913276672,-0.012917153537273407,0.5015103816986084,0.4708039164543152,-0.013435033150017262,0.49073535203933716,0.45024383068084717,-0.012904446572065353,0.5335283875465393,0.5830810070037842,-0.011424055323004723,0.5077390670776367,0.5309720635414124,-0.013957889750599861,0.49392691254615784,0.5008749961853027,-0.013972001150250435,0.4843226373195648,0.4785325229167938,-0.013374269008636475,0.5243245363235474,0.6144431233406067,-0.013171023689210415,0.5045030117034912,0.5700044631958008,-0.013094548135995865,0.4948270618915558,0.5458264946937561,-0.010409560054540634,0.48773378133773804,0.5255258083343506,-0.00786841381341219
ThankYou,0.5912803411483765,0.6757864356040955,1.281907202610455e-07,0.6080190539360046,0.6193780303001404,0.0049131084233522415,0.6102104187011719,0.5689941644668579,0.006172801833599806,0.596572756767273,0.5344155430793762,0.007285258732736111,0.5792291164398193,0.5308781266212463,0.007358074188232422,0.5719096660614014,0.5414014458656311,-0.005276893265545368,0.5457572937011719,0.4937681555747986,-0.008143685758113861,0.5301425457000732,0.468247652053833,-0.009054767899215221,0.518126368522644,0.4490661025047302,-0.009281978942453861,0.5530393719673157,0.5603481531143188,-0.009474104270339012,0.5240079164505005,0.5032072067260742,-0.013574915006756783,0.5070977210998535,0.47222644090652466,-0.014659622684121132,0.49593058228492737,0.45009544491767883,-0.014796843752264977,0.5387222170829773,0.5855655670166016,-0.012354469858109951,0.513392448425293,0.5317494869232178,-0.014978072606027126,0.4996247887611389,0.5006672739982605,-0.01573188044130802,0.49008458852767944,0.47671154141426086,-0.015881439670920372,0.5288767218589783,0.6162475943565369,-0.014330649748444557,0.5093874931335449,0.5704848170280457,-0.014864636585116386,0.49960336089134216,0.5450240969657898,-0.01296469010412693,0.49234873056411743,0.5226259827613831,-0.011080563999712467
ThankYou,0.6160557270050049,0.7594296932220459,2.166912764778317e-07,0.6377083659172058,0.6822367310523987,0.0009678950300440192,0.6400289535522461,0.6105850338935852,-0.002468057442456484,0.6238388419151306,0.5553351640701294,-0.005040447693318129,0.5986918210983276,0.5440424680709839,-0.009456351399421692,0.6000678539276123,0.5941864252090454,-0.024969618767499924,0.5662376880645752,0.5236918330192566,-0.0356086902320385,0.5443027019500732,0.48474788665771484,-0.03987899050116539,0.5259382724761963,0.45450276136398315,-0.04204852133989334,0.5763726830482483,0.6245185732841492,-0.03022955358028412,0.5375846028327942,0.5421484112739563,-0.04343631491065025,0.5137332677841187,0.49343276023864746,-0.04875459894537926,0.49681490659713745,0.45717406272888184,-0.0515693835914135,0.5567718744277954,0.6598780155181885,-0.03325356915593147,0.522718071937561,0.585011899471283,-0.04322335124015808,0.5018524527549744,0.5341561436653137,-0.046929433941841125,0.487434983253479,0.4948161840438843,-0.04855622723698616,0.5419614911079407,0.699704110622406,-0.03516485542058945,0.5153214931488037,0.6331515312194824,-0.04178319126367569,0.5011354088783264,0.5946600437164307,-0.04226108640432358,0.4907270073890686,0.5616884827613831,-0.04163430258631706
ThankYou,0.6528336405754089,0.8568021655082703,2.1493890756119072e-07,0.6767970323562622,0.7659492492675781,-0.0036023540887981653,0.6786861419677734,0.6715366840362549,-0.010676638223230839,0.657265841960907,0.6064920425415039,-0.015625670552253723,0.6294126510620117,0.586973249912262,-0.02337310090661049,0.6466997265815735,0.6756558418273926,-0.040732044726610184,0.6078723669052124,0.6000232696533203,-0.056526731699705124,0.5817480087280273,0.5575990676879883,-0.0636272057890892,0.5602510571479797,0.524420976638794,-0.0677291750907898,0.6183801293373108,0.717420220375061,-0.046110715717077255,0.576383650302887,0.6278742551803589,-0.062090303748846054,0.548316240310669,0.571615993976593,-0.06934526562690735,0.5276585817337036,0.5286352634429932,-0.07453998178243637,0.5929334759712219,0.7608973979949951,-0.04912111163139343,0.5548524260520935,0.6765148043632507,-0.06214204803109169,0.5308265089988708,0.618731677532196,-0.06887713819742203,0.5138716697692871,0.5733047127723694,-0.07352819293737411,0.5722954869270325,0.8059177994728088,-0.050986457616090775,0.5436903238296509,0.7334113121032715,-0.06262727826833725,0.5264877080917358,0.689827024936676,-0.06702638417482376,0.5127721428871155,0.6520459055900574,-0.06952739506959915
ThankYou,0.5936821699142456,0.6651415824890137,1.2781768532477145e-07,0.6106587648391724,0.6099265217781067,0.004704652354121208,0.6123918890953064,0.5598407983779907,0.005829259287565947,0.598274827003479,0.525044322013855,0.006813525687903166,0.5807160139083862,0.5199037790298462,0.0068389493972063065,0.5739357471466064,0.5318644642829895,-0.005332248751074076,0.5475824475288391,0.48447567224502563,-0.007972342893481255,0.5322787761688232,0.45961347222328186,-0.008607986383140087,0.5207408666610718,0.4408950209617615,-0.008639072999358177,0.5550127029418945,0.551268458366394,-0.009343421086668968,0.5259814262390137,0.4941730797290802,-0.013307047076523304,0.5098185539245605,0.46329689025878906,-0.01413023192435503,0.49943119287490845,0.441555917263031,-0.014041387476027012,0.5408354997634888,0.5767919421195984,-0.012066817842423916,0.5153558254241943,0.5236849784851074,-0.014669514261186123,0.5014970898628235,0.49285218119621277,-0.01535484753549099,0.4919753074645996,0.4695349335670471,-0.015390899032354355,0.531373918056488,0.6073507070541382,-0.013880392536520958,0.5120059847831726,0.562074601650238,-0.014225304126739502,0.5022828578948975,0.5372850894927979,-0.012194049544632435,0.4951834976673126,0.5163137316703796,-0.010198240168392658
ThankYou,0.5950323343276978,0.6708280444145203,1.381170022796141e-07,0.6126874685287476,0.613296627998352,0.0050038667395710945,0.614612877368927,0.5614667534828186,0.006031874101608992,0.6010425090789795,0.5248919725418091,0.0068712299689650536,0.5830007195472717,0.520664393901825,0.006504077464342117,0.5758800506591797,0.5341446399688721,-0.00689878361299634,0.548640251159668,0.4827021360397339,-0.010271185077726841,0.5324004888534546,0.4553213119506836,-0.011247189715504646,0.5197181105613708,0.4345061480998993,-0.011594490148127079,0.5563952922821045,0.5536422729492188,-0.011529113166034222,0.5266339778900146,0.49162617325782776,-0.016578497365117073,0.5094322562217712,0.45777395367622375,-0.01827840879559517,0.4978574216365814,0.43367451429367065,-0.01889219507575035,0.5414868593215942,0.579797089099884,-0.014687909744679928,0.5158061385154724,0.5211724638938904,-0.018312329426407814,0.501440703868866,0.48618143796920776,-0.01992887444794178,0.4912707507610321,0.45933258533477783,-0.020719481632113457,0.5312561988830566,0.6114282608032227,-0.01679864525794983,0.5112680196762085,0.5624471306800842,-0.01842830702662468,0.5011436939239502,0.5348830819129944,-0.017257414758205414,0.49355077743530273,0.5108375549316406,-0.01594162918627262
ThankYou,0.6075564622879028,0.7091771364212036,1.8410693769510544e-07,0.6268789768218994,0.6385370492935181,0.0021716055925935507,0.6280134916305542,0.5737680196762085,0.001031872583553195,0.6106451153755188,0.5274927616119385,0.0007395914872176945,0.5890887975692749,0.5158460140228271,-0.0010692926589399576,0.5903976559638977,0.5555022954940796,-0.018765440210700035,0.5580394864082336,0.4901049733161926,-0.026167595759034157,0.5382291674613953,0.45342376828193665,-0.028924936428666115,0.5218482613563538,0.4254259467124939,-0.03014262206852436,0.5684231519699097,0.5809622406959534,-0.023094436153769493,0.5333214998245239,0.5014638304710388,-0.031647104769945145,0.5119815468788147,0.4559587240219116,-0.03489341214299202,0.4967697858810425,0.42336034774780273,-0.036576565355062485,0.5506476759910583,0.6115759015083313,-0.02545357681810856,0.5201488733291626,0.5379642844200134,-0.031470052897930145,0.5021595358848572,0.4916243553161621,-0.03446517512202263,0.4897511601448059,0.4570210874080658,-0.036233991384506226,0.5370453596115112,0.6469070911407471,-0.026757823303341866,0.5138029456138611,0.584348201751709,-0.031095372512936592,0.5017864108085632,0.5487650036811829,-0.03131038695573807,0.49270349740982056,0.5184147953987122,-0.030753260478377342
